"Name","Country","Age","Height","Weight","Sex","DOB","PlaceOB","Gold","Silver","Bronze","Total","Sport","Event"
"Edi Maia","Portugal",24,1.88,84,"M",1987-10-11,"SETUBAL (POR)",0,0,0,0,"Athletics","Men's Pole Vault"
"Michael Maier","Czech Republic",48,1.88,102,"M",1964-07-05,"ROUDNICE NAD LABEM (CZE)",0,0,0,0,"Sailing","Men's Finn"
"Augustin Maillefer","Switzerland",19,1.93,89,"M",NA,"",0,0,0,0,"Rowing","Men's Quadruple Sculls"
"Corinne Maitrejean","France",32,1.7,53,"F",1979-08-11,"",0,0,0,0,"Fencing","Women's Individual Foil, Women's Team Foil"
"Maureen Jelagat Maiyo","Kenya",27,1.67,58,"F",NA,"MARAKWET KAPSOWAR (KEN)",0,0,0,0,"Athletics","Women's 400m Hurdles"
"Kacper Majchrzak","Poland",19,1.88,80,"M",NA,"Poznan (POL)",0,0,0,0,"Swimming","Men's 50m Freestyle, Men's 4x100m Medley Relay"
"Christine Majerus","Luxembourg",25,1.73,56,"F",NA,"Luxembourg (LUX)",0,0,0,0,"Cycling-Road","Women's Road Race"
"Tomasz Majewski","Poland",30,2.04,142,"M",NA,"NASIELSK (POL)",0,0,0,0,"Athletics","Men's Shot Put"
"Renata Major-Kubik","Serbia",29,1.7,72,"F",NA,"",0,0,0,0,"Canoe Sprint","Women's Kayak Four (K4) 500m"
"Eisa Majrashi","Saudi Arabia",26,NA,59,"M",NA,"Makkah",0,0,0,0,"Judo","Men's -60kg"
"Marina Makanza","France",21,1.66,62,"F",1991-01-07,"",0,0,0,0,"Football","Women's Football"
"Aliaksandr Makaranka","Belarus",22,1.78,94,"M",1990-02-02,"Orsha",0,0,0,0,"Weightliftng","Men's 94kg"
"Ihar Makarau","Belarus",33,1.82,130,"M",NA,"KEMRI (RUS)",0,0,0,0,"Judo","Men's +100kg"
"Alina Makarenko","Russian Federation",17,1.72,NA,"F",NA,"KALMYKIA REGION (RUS)",0,0,0,0,"Gymnstcs-Rhy","Group All-Around"
"Ruslan Makarov","Uzbekistan",25,1.58,56,"M",NA,"Tashkent Region",0,0,0,0,"Weightliftng","Men's 56kg"
"Ekaterina Makarova","Russian Federation",24,1.76,60,"F",1988-07-06,"",0,0,0,0,"Tennis","Women's Doubles"
"Satu Makela-Nummela","Finland",41,1.69,63,"F",NA,"ORIMATTILA (FIN)",0,0,0,0,"Shooting","Women's Trap"
"Ingvill Makestad Bovim","Norway",30,NA,NA,"F",1981-07-08,"ODDA (NOR)",0,0,0,0,"Athletics","Women's 1500m"
"Taoufik Makhloufi","Algeria",24,1.76,70,"M",NA,"Souk Ahras (ALG)",0,0,0,0,"Athletics","Men's 800m, Men's 1500m"
"Vadzim Makhneu","Belarus",32,1.96,100,"M",NA,"",0,0,0,0,"Canoe Sprint","Men's Kayak Double (K2) 200m"
"Bilyal Makhov","Russian Federation",24,1.93,120,"M",NA,"NALCHIK (RUS)",0,0,0,0,"Wrestling","Men's 120kg Freestyle"
"Oluwasegun Makinde","Canada",21,1.79,84,"M",1991-06-07,"MAIDUGURI (NGR)",0,0,0,0,"Athletics","Men's 4 x 100m Relay"
"Yukio Makino","Japan",32,1.84,73,"M",1980-06-05,"KIKUCHI (JPN)",0,0,0,0,"Sailing","Men's 49er"
"Yana Maksimava","Belarus",23,1.8,72,"F",1989-09-01,"Vilnius (LTU)",0,0,0,0,"Athletics","Women's Heptathlon"
"Aleksandar Maksimovic","Serbia",24,1.8,66,"M",NA,"Beograd (SRB)",0,0,0,0,"Wrestling","Men's 66kg Greco-Roman"
"Ivana Maksimovic","Serbia",22,1.6,50,"F",1990-02-05,"Beograd (SRB)",0,0,0,0,"Shooting","Women's 10m Air Rifle, Women's 50m Rifle 3 Positions"
"Valeriia Maksiuta","Israel",24,1.55,NA,"F",NA,"Kiev (UKR)",0,0,0,0,"Gymnstcs-Art","Women's Qualification"
"Alina Maksymenko","Ukraine",21,1.74,NA,"F",1991-10-07,"ZAPORIZHZHIA (UKR)",0,0,0,0,"Gymnstcs-Rhy","Individual All-Around"
"Isaac Makwala","Botswana",26,NA,NA,"M",NA,"TUTUME (BOT)",0,0,0,0,"Athletics","Men's 400m"
"Piotr Malachowski","Poland",29,1.93,130,"M",1983-07-06,"Zuromin (POL)",0,0,0,0,"Athletics","Men's Discus Throw"
"Arturo Malaquias","Mexico",37,1.69,55,"M",NA,"Toluca (MEX)",0,0,0,0,"Athletics","Men's Marathon"
"Aurelie Malaussena","France",18,1.63,NA,"F",NA,"Grasse (FRA)",0,0,0,0,"Gymnstcs-Art","Women's Individual All-Around, Women's Team, Women's Qualification"
"Elias Malave","Venezuela",22,1.79,72,"M",NA,"MATURIN",0,0,0,0,"Archery","Men's Individual"
"Christian Malcolm","Great Britain",33,1.78,71,"M",1979-03-06,"Newport (GBR)",0,0,0,0,"Athletics","Men's 200m"
"Erwin Maldonado Saavedra","Venezuela",29,1.7,70,"M",NA,"San Cristzzzbal (VEN)",0,0,0,0,"Swimming","Men's 10km Marathon"
"Kynan Maley","Australia",30,1.75,76,"M",NA,"FREMANTLE (AUS)",0,0,0,0,"Canoe Slalom","Men's Canoe Single (C1), Men's Canoe Double (C2)"
"El Mehdi Malki","Morocco",24,1.98,133,"M",1988-01-01,"SALE TABRIQUET (MAR)",0,0,0,0,"Judo","Men's +100kg"
"Blai Mallarach Guell","Spain",24,1.87,87,"M",NA,"OLOT (ESP)",0,0,0,0,"Water Polo","Men's Water Polo"
"Gregory Mallet","France",28,1.95,82,"M",NA,"RUEIL",0,1,0,1,"Swimming","Men's 200m Freestyle, Men's 4x200m Freestyle Relay"
"Marti Malloy","United States of America",26,1.6,57,"F",NA,"Oak Harbor (USA)",0,0,1,1,"Judo","Women's -57kg"
"Claudia Malzahn","Germany",28,1.69,63,"F",NA,"HALLE/SAALE (GER)",0,0,0,0,"Judo","Women's -63kg"
"Natalya Mamatova","Uzbekistan",26,1.82,NA,"F",NA,"Tashkent (UZB)",0,0,0,0,"Taekwondo","Women's +67kg"
"Nursultan Mamayev","Kazakhstan",19,1.85,NA,"M",NA,"Shymkent (KAZ)",0,0,0,0,"Taekwondo","Men's -58kg"
"Gina Altagracia Mambru Casilla","Dominican Republic",26,1.8,65,"F",NA,"Santo Domingo (DOM)",0,0,0,0,"Volleyball","Women's Volleyball"
"Chingiz Mamedov","Kyrgyzstan",23,1.85,90,"M",NA,"Bishkek (KGZ)",0,0,0,0,"Judo","Men's -90kg"
"Mergen Mamedov","Turkmenistan",21,1.84,100,"M",NA,"DJILIKUL (TKM)",0,0,0,0,"Athletics","Men's Hammer Throw"
"Sakina Mamedova","Uzbekistan",26,1.54,59,"F",NA,"Tashkent (UZB)",0,0,0,0,"Shooting","Women's 10m Air Rifle, Women's 50m Rifle 3 Positions"
"Elvin Mamishzada","Azerbaijan",20,1.64,NA,"M",NA,"SUMGAYIT (AZE)",0,0,0,0,"Boxing","Men's Fly (52kg)"
"Elnur Mammadli","Azerbaijan",24,1.75,81,"M",NA,"Baku (AZE)",0,0,0,0,"Judo","Men's -81kg"
"Elkhan Mammadov","Azerbaijan",30,1.8,90,"M",NA,"Baku (AZE)",0,0,0,0,"Judo","Men's -90kg"
"Teymur Mammadov","Azerbaijan",19,1.96,NA,"M",1993-11-01,"",0,0,0,0,"Boxing","Men's Heavy (91kg)"
"Patricia Mamona","Portugal",23,1.66,61,"F",NA,"Lisboa (POR)",0,0,0,0,"Athletics","Women's Triple Jump"
"Keiko Manabe","Japan",25,1.54,57,"F",1987-11-03,"KANI (JPN)",0,0,0,0,"Hockey","Women's Hockey"
"Ravil Manafov","Kazakhstan",27,1.94,101,"M",NA,"",0,0,0,0,"Water Polo","Men's Water Polo"
"Florent Manaudou","France",21,1.99,99,"M",1990-12-11,"Villeurbanne (FRA)",0,0,0,0,"Swimming","Men's 50m Freestyle"
"Laure Manaudou","France",25,1.8,69,"F",1986-09-10,"Villeurbanne (FRA)",0,0,0,0,"Swimming","Women's 100m Backstroke, Women's 200m Backstroke, Women's 4x100m Medley Relay"
"Joshua Mance","United States of America",20,1.91,82,"M",NA,"Los Angeles (USA)",0,0,0,0,"Athletics","Men's 4 x 400m Relay"
"Elisabeth Mandaba","Central African Republic",23,NA,NA,"F",1989-07-06,"Bangui (CAF)",0,0,0,0,"Athletics","Women's 800m"
"Derek Mandell","Guam",25,1.73,61,"M",NA,"TAMUNING (GUM)",0,0,0,0,"Athletics","Men's 800m"
"Cedric Mandembo","Democratic Republic of the Congo",28,1.8,120,"M",1984-04-04,"Kinshasa",0,0,0,0,"Judo","Men's +100kg"
"Dusan Mandic","Serbia",18,1.9,91,"M",NA,"KOTOR (MNE)",0,0,0,0,"Water Polo","Men's Water Polo"
"Milica Mandic","Serbia",20,1.8,NA,"F",1991-06-12,"Beograd (SRB)",0,0,0,0,"Taekwondo","Women's +67kg"
"Sandra Mandir","Croatia",34,1.77,67,"F",1977-04-08,"",0,0,0,0,"Basketball","Women's Basketball"
"Rene Mandri","Estonia",28,1.84,66,"M",NA,"Jogeva (EST)",0,0,0,0,"Cycling-Road","Men's Road Race"
"Ousmane Mane","Senegal",21,1.87,78,"M",1990-01-10,"",0,0,0,0,"Football","Men's Football"
"Sadio Mane","Senegal",20,1.75,75,"M",1992-10-04,"",0,0,0,0,"Football","Men's Football"
"Juthatip Maneephan","Thailand",24,1.56,59,"F",1988-08-07,"ROI ET (THA)",0,0,0,0,"Cycling-Road","Women's Road Race"
"Davide Manenti","Italy",23,NA,NA,"M",NA,"Torino (ITA)",0,0,0,0,"Athletics","Men's 4 x 100m Relay"
"Milka Maneva","Bulgaria",27,1.67,63,"F",1985-07-06,"Smolyan",0,0,0,0,"Weightliftng","Women's 63kg"
"Maiya Maneza","Kazakhstan",26,1.61,62,"F",1985-01-11,"Bishkek",1,0,0,1,"Weightliftng","Women's 63kg"
"Veronique Mang","France",27,1.73,60,"F",NA,"Douala (CMR)",0,0,0,0,"Athletics","Women's 100m, Women's 4 x 100m Relay"
"Vincenzo Mangiacapre","Italy",23,1.71,NA,"M",NA,"",0,0,0,0,"Boxing","Men's Light Welter (64kg)"
"Vuyisanani Mangisa","South Africa",24,1.62,56,"F",NA,"MTHATHA (RSA)",0,0,0,0,"Hockey","Women's Hockey"
"Spenser Thomas Mango","United States of America",26,1.57,55,"M",1986-06-07,"ST. LOUIS (USA)",0,0,0,0,"Wrestling","Men's 55kg Greco-Roman"
"Holley Mangold","United States of America",22,1.73,154,"F",NA,"KETTERING (USA)",0,0,0,0,"Weightliftng","Women's +75kg"
"Shane Mangroo","Seychelles",19,1.7,80,"M",1993-12-03,"Victoria (SEY)",0,0,0,0,"Swimming","Men's 100m Freestyle"
"Marta Mangue Gonzalez","Spain",29,1.7,75,"F",NA,"",0,0,0,0,"Handball","Women's Handball"
"Christine Patiance Manie","Cameroon",28,1.57,61,"F",1984-04-05,"",0,0,0,0,"Football","Women's Football"
"Tina Manker","Germany",23,1.79,72,"F",1989-03-03,"",0,0,0,0,"Rowing","Women's Double Sculls"
"Peter Mankoc","Slovenia",34,1.92,88,"M",1978-04-07,"Ljubljana (SLO)",0,0,0,0,"Swimming","Men's 100m Butterfly"
"John Mann","United States of America",27,1.98,113,"M",NA,"Beverly Hills (USA)",0,0,0,0,"Water Polo","Men's Water Polo"
"Ari Mannio","Finland",25,1.85,100,"M",NA,"Lehtimzzzki (FIN)",0,0,0,0,"Athletics","Men's Javelin Throw"
"Asenate Manoa","Tuvalu",20,NA,NA,"F",NA,"KIOA (FIJ)",0,0,0,0,"Athletics","Women's 100m"
"Francielle Manoel Alberto","Brazil",22,1.62,61,"F",NA,"",0,0,0,0,"Football","Women's Football"
" Manoj Kumar","India",25,NA,NA,"M",1986-10-12,"RAJOUND (IND)",0,0,0,0,"Boxing","Men's Light Welter (64kg)"
"Nikola Manojlovic","Serbia",30,1.95,100,"M",1981-01-12,"",0,0,0,0,"Handball","Men's Handball"
"Luis Mansilla","Chile",26,1.75,68,"M",NA,"PUERTO NATALES (CHI)",0,0,0,0,"Cycling-Trck","Men's Omnium"
"Robert Manson","New Zealand",22,1.88,89,"M",1989-11-10,"",0,0,0,0,"Rowing","Men's Quadruple Sculls"
"Mostafa Mansour","Egypt",23,1.74,67,"M",1989-04-03,"GIZA (EGY)",0,0,0,0,"Canoe Sprint","Men's Kayak Single (K1) 1000m, Men's Kayak Single (K1) 200m"
"Nawal Mansouri","Algeria",27,1.74,64,"F",1985-01-08,"",0,0,0,0,"Volleyball","Women's Volleyball"
"Dilshod Mansurov","Uzbekistan",28,1.5,55,"M",1983-12-12,"Tashkent Region (UZB)",0,0,0,0,"Wrestling","Men's 55kg Freestyle"
"Sergio Mantecon Gutierrez","Spain",27,1.79,71,"M",NA,"Santander (ESP)",0,0,0,0,"Cyclng-MntnB","Men's Cross-country"
"Richard Mantell","Great Britain",30,1.89,92,"M",NA,"",0,0,0,0,"Hockey","Men's Hockey"
"Nadir Manuel","Angola",25,1.87,79,"F",NA,"",0,0,0,0,"Basketball","Women's Basketball"
"Guzel Manyurova","Kazakhstan",34,1.65,63,"F",NA,"Moscow (RUS)",0,0,0,0,"Wrestling","Women's 72kg Freestyle"
"Sumeyye Manz","Germany",22,1.64,NA,"F",NA,"Nurnberg (GER)",0,0,0,0,"Taekwondo","Women's -49kg"
"Leonel Manzano","United States of America",27,1.65,57,"M",1984-12-09,"DOLORES HIDALGO/ GUANAJUATO (MEX)",0,0,0,0,"Athletics","Men's 1500m"
"Jorge Maqueda Peno","Spain",24,1.97,102,"M",1988-06-02,"",0,0,0,0,"Handball","Men's Handball"
"Juliano Fernando Gento Maquina","Mozambique",18,1.69,NA,"M",NA,"MAPUTO  CITY (MOZ)",0,0,0,0,"Boxing","Men's Light Fly (49kg)"
"Nastassia Marachkouskaya","Belarus",21,1.67,NA,"F",NA,"Riga (LAT)",0,0,0,0,"Gymnstcs-Art","Women's Qualification"
"Lenise Marais","South Africa",27,1.59,52,"F",NA,"Durban (RSA)",0,0,0,0,"Hockey","Women's Hockey"
"Diego Marani","Italy",22,NA,NA,"M",NA,"ASOLA (ITA)",0,0,0,0,"Athletics","Men's 4 x 100m Relay"
"Vlasios Maras","Greece",29,1.6,NA,"M",NA,"CHOLARGOS (GRE)",0,0,0,0,"Gymnstcs-Art","Men's Qualification"
"Flavio Marazzi","Switzerland",34,1.91,100,"M",1978-07-02,"Bern (SUI)",0,0,0,0,"Sailing","Men's Star"
"James Marburg","Australia",29,1.91,94,"M",NA,"",0,0,0,0,"Rowing","Men's Pair"
"Cesar Marcano","Venezuela",24,1.75,80,"M",NA,"BEJUMA (VEN)",0,0,0,0,"Cycling-Trck","Men's Team Sprint"
"Kathrin Marchand","Germany",21,1.82,75,"F",NA,"",0,0,0,0,"Rowing","Women's Eight"
"Marcel Marcilloux","France",31,1.78,76,"M",1980-10-13,"",0,0,0,0,"Fencing","Men's Team Foil"
"Marcin Marciniszyn","Poland",29,1.84,80,"M",1982-07-09,"BYSTRZYCA KLODZKA (POL)",0,0,0,0,"Athletics","Men's 400m, Men's 4 x 400m Relay"
"Carolina Marin","Spain",19,1.72,65,"F",NA,"HUELVA",0,0,0,0,"Badminton","Women's Singles"
"Luca Marin","Italy",26,1.82,60,"M",1986-09-04,"Vittoria (ITA)",0,0,0,0,"Swimming","Men's 400m Individual Medley"
"Alvaro Marinho","Portugal",36,1.77,67,"M",NA,"Lisboa (POR)",0,0,0,0,"Sailing","Men's 470"
"Diego Marino","Spain",22,1.87,80,"M",1990-09-05,"",0,0,0,0,"Football","Men's Football"
"Hristo Diyanov Marinov","Bulgaria",25,1.8,84,"M",NA,"ST.ZAGORA (BUL)",0,0,0,0,"Wrestling","Men's 84kg Greco-Roman"
"Simona Marinova","Former Yugoslav Republic of Macedonia",18,1.75,67,"F",1994-02-07,"Skopje (MKD)",0,0,0,0,"Swimming","Women's 800m Freestyle"
"Dragan Marjanac","Serbia",27,1.9,90,"M",NA,"",0,0,0,0,"Handball","Men's Handball"
"Lauryn Mark","Australia",32,1.68,52,"F",NA,"Los Gatos (USA)",0,0,0,0,"Shooting","Women's Skeet"
"Russell Mark","Australia",48,1.83,88,"M",NA,"Ballarat (AUS)",0,0,0,0,"Shooting","Men's Double Trap"
"Ida Marko-Varga","Sweden",27,1.7,62,"F",1985-10-03,"STAFFANSTORP (SWE)",0,0,0,0,"Swimming","Women's 4x100m Freestyle Relay"
"Alexey Markov","Russian Federation",33,1.81,81,"M",NA,"Moscow (RUS)",0,0,0,0,"Cycling-Trck","Men's Team Pursuit"
"Ivan Markov","Bulgaria",23,1.75,85,"M",NA,"BURGAS",0,0,0,0,"Weightliftng","Men's 85kg"
"Dobrivoje Markovic","Serbia",26,1.88,81,"M",NA,"",0,0,0,0,"Handball","Men's Handball"
"Dorde Markovic","Serbia",24,1.95,83,"M",NA,"Sarajevo (SRB)",0,0,0,0,"Swimming","Men's 400m Freestyle"
"Karl Markt","Austria",32,1.82,75,"M",1980-08-03,"Zams (AUT)",0,0,0,0,"Cyclng-MntnB","Men's Cross-country"
"Nikolaj Markussen","Denmark",24,2.12,101,"M",1988-01-08,"",0,0,0,0,"Handball","Men's Handball"
"Anca Maroiu","Romania",28,1.74,68,"F",1983-05-08,"",0,0,0,0,"Fencing","Women's Individual Epee, Women's Team Epee"
"Mc Kayla Maroney","United States of America",16,1.6,NA,"F",1995-09-12,"ALISO VIEJO (USA)",1,0,0,1,"Gymnstcs-Art","Women's Team, Women's Qualification"
"Adam Marosi","Hungary",28,1.81,75,"M",NA,"Budapest (HUN)",0,0,0,0,"ModrnPntthln","Men's Modern Pentathlon"
"Darcy Marquardt","Canada",33,1.82,76,"F",NA,"",0,1,0,1,"Rowing","Women's Eight"
"Yane Marques","Brazil",28,1.67,53,"F",1984-07-01,"BAHIA (BRA)",0,0,0,0,"ModrnPntthln","Women's Modern Pentathlon"
"Zoi Mafalda Marques de Lima","Portugal",20,1.63,NA,"F",1991-07-10,"Toronto (CAN)",0,0,0,0,"Gymnstcs-Art","Women's Qualification"
"Gilles Marquet","Mauritius",18,1.87,72,"M",1994-11-01,"Port",0,0,0,0,"Swimming","Men's 200m Freestyle"
"Dayron Marquez","Colombia",29,1.78,85,"M",1983-11-06,"APARTADO (COL)",0,0,0,0,"Athletics","Men's Javelin Throw"
"Eduar Marriaga Campo","Colombia",19,1.76,NA,"M",NA,"BARRANQUILLA (COL)",0,0,0,0,"Boxing","Men's Light (60kg)"
"Dato Marsagishvili","Georgia",21,1.86,84,"M",NA,"KAZBEGI (GEO)",0,0,0,0,"Wrestling","Men's 84kg Freestyle"
"Penelope Marshall","New Zealand",23,1.83,67,"F",NA,"MATAMATA (NZL)",0,0,0,0,"Swimming","Women's 4x100m Freestyle Relay"
"Savannah Marshall","Great Britain",21,1.81,NA,"F",NA,"",0,0,0,0,"Boxing","Women's Middle (75kg)"
"Dzmitry Marshin","Azerbaijan",39,1.86,115,"M",NA,"MOGILYOV (BLR)",0,0,0,0,"Athletics","Men's Hammer Throw"
"Niverka Dharlenis Marte Frica","Dominican Republic",21,1.78,71,"F",NA,"Santo Domingo (DOM)",0,0,0,0,"Volleyball","Women's Volleyball"
"Adrienne Martelli","United States of America",24,1.85,79,"F",1987-03-12,"",0,0,1,1,"Rowing","Women's Quadruple Sculls"
"Michal Martikan","Slovakia",33,1.7,71,"M",NA,"Liptovsky Mikulas (SVK)",0,0,1,1,"Canoe Slalom","Men's Canoe Single (C1)"
"Alvaro Martin","Spain",18,1.82,72,"M",NA,"LLERENA (ESP)",0,0,0,0,"Athletics","Men's 20km Race Walk"
"Annie Martin","Canada",30,1.7,61,"F",1981-07-09,"",0,0,0,0,"BeachVllybll","Women's Beach Volleyball"
"Arielle Martin","United States of America",27,1.65,65,"F",NA,"Farmington (USA)",0,0,0,0,"Cycling-BMX","Women's BMX"
"Boyd Martin","United States of America",32,1.85,68,"M",NA,"AUS (AUS)",0,0,0,0,"Equestrian","Individual Eventing, Team Eventing, OTIS BARBOTIERE"
"Damir Martin","Croatia",24,1.88,94,"M",NA,"",0,1,0,1,"Rowing","Men's Quadruple Sculls"
"Daniel Martin","Ireland",25,1.76,62,"M",NA,"Birmingham (GBR)",0,0,0,0,"Cycling-Road","Men's Road Race"
"Diana Martin","Spain",31,1.63,50,"F",1981-01-04,"Madrid (ESP)",0,0,0,0,"Athletics","Women's 3000m Steeplechase"
"Harry Martin","Great Britain",19,1.82,77,"M",NA,"",0,0,0,0,"Hockey","Men's Hockey"
"Jenna Martin","Canada",24,1.73,65,"F",NA,"Liverpool (CAN)",0,0,0,0,"Athletics","Women's 400m"
"Razvan Constantin Martin","Romania",20,1.58,69,"M",NA,"CLUJ NAPOCA",0,0,1,1,"Weightliftng","Men's 69kg"
"Scott Martin","Australia",29,1.9,135,"M",1982-12-10,"Wodonga (AUS)",0,0,0,0,"Athletics","Men's Discus Throw"
"Tony Martin","Germany",27,1.86,75,"M",NA,"Cottbus (GER)",0,1,0,1,"Cycling-Road","Men's Individual Time Trial, Men's Road Race"
"Carmen Martin Berenguer","Spain",24,1.68,63,"F",NA,"",0,0,0,0,"Handball","Women's Handball"
"Jose Manuel Martin Dockx","Spain",38,1.82,79,"M",1974-07-01,"Malaga (ESP)",0,0,0,0,"Equestrian","Individual Dressage, Team Dressage, GRANDIOSO"
"David Martin Lozano","Spain",35,1.77,78,"M",1977-02-01,"Barcelona (ESP)",0,0,0,0,"Water Polo","Men's Water Polo"
"Bibiana Martina","Equatorial Guinea",29,1.76,68,"F",1982-02-12,"MONGOMO NSANGAYONG OBUK (GEQ)",0,0,0,0,"Athletics","Women's 100m Hurdles"
"Churandy Martina","Netherlands",28,1.78,74,"M",1984-03-07,"Curazzzao ()",0,0,0,0,"Athletics","Men's 100m, Men's 200m, Men's 4 x 100m Relay"
"Alexis G Martinez","Mexico",21,1.61,51,"F",NA,"SALAMANCA (MEX)",0,0,0,0,"Shooting","Women's 50m Rifle 3 Positions"
"Aymee Martinez","Cuba",23,NA,NA,"F",NA,"Pinar del Rio (CUB)",0,0,0,0,"Athletics","Women's 4 x 400m Relay"
"Guillermo Martinez","Cuba",31,NA,NA,"M",NA,"Camaguey (CUB)",0,0,0,0,"Athletics","Men's Javelin Throw"
"Inigo Martinez","Spain",21,1.81,77,"M",NA,"",0,0,0,0,"Football","Men's Football"
"Javier Martinez","Spain",23,1.89,79,"M",1988-02-09,"",0,0,0,0,"Football","Men's Football"
"Kaina Martinez","Belize",26,1.57,59,"F",NA,"STANN CREEK BELIZE (BIZ)",0,0,0,0,"Athletics","Women's 100m"
"Maria Martinez","Venezuela",29,1.7,59,"F",1983-03-01,"",0,0,0,0,"Fencing","Women's Individual Epee"
"Mario Martinez","Honduras",23,1.7,70,"M",NA,"",0,0,0,0,"Football","Men's Football"
"Raul Martinez Colomer","Puerto Rico",24,NA,NA,"M",1988-11-04,"HUMACAO (PUR)",0,0,0,0,"Swimming","Men's 200m Freestyle"
"Iker Martinez de Lizarduy","Spain",35,1.73,70,"M",NA,"San Sebastian (ESP)",0,0,0,0,"Sailing","Men's 49er"
"Maria Jose Martinez Sanchez","Spain",29,1.76,68,"F",1982-12-08,"",0,0,0,0,"Tennis","Women's Singles, Women's Doubles"
"Graciela Martins","Guinea-Bissau",25,1.66,60,"F",1987-05-04,"Bissau (GBS)",0,0,0,0,"Athletics","Women's 400m"
"Pedro Martins","Portugal",22,1.75,68,"M",NA,"PORTIMAO",0,0,0,0,"Badminton","Men's Singles"
"Tigran Martirosyan","Armenia",24,1.7,77,"M",1988-09-06,"Gyumri (ARM)",0,0,0,0,"Weightliftng","Men's 77kg"
"Anita Marton","Hungary",23,1.72,90,"F",NA,"Szeged (HUN)",0,0,0,0,"Athletics","Women's Shot Put"
"Carmen Marton","Australia",26,1.72,NA,"F",NA,"Carlton (AUS)",0,0,0,0,"Taekwondo","Women's -67kg"
"Sebastian Martos","Spain",23,1.78,63,"M",NA,"JAEN (ESP)",0,0,0,0,"Athletics","Men's 3000m Steeplechase"
"Sergei Martynov","Belarus",44,1.72,70,"M",NA,"VEREIA (RUS)",1,0,0,1,"Shooting","Men's 50m Rifle Prone"
"Ekaterina Martynova","Russian Federation",25,1.72,59,"F",1986-06-08,"BRIANSK (RUS)",0,0,0,0,"Athletics","Women's 1500m"
"Yana Martynova","Russian Federation",24,1.79,64,"F",1988-03-02,"Kazan (RUS)",0,0,0,0,"Swimming","Women's 400m Individual Medley"
"Lenka Maruskova","Czech Republic",27,1.75,75,"F",1985-02-02,"Plzen (CZE)",0,0,0,0,"Shooting","Women's 10m Air Pistol, Women's 25m Pistol"
"Karina Maruyama","Japan",29,1.62,55,"F",NA,"",0,0,0,0,"Football","Women's Football"
"Vasilisa Marzalyuk","Belarus",25,1.8,72,"F",NA,"Logoisk (BLR)",0,0,0,0,"Wrestling","Women's 72kg Freestyle"
"Gioia Marzocca","Italy",33,1.69,59,"F",NA,"",0,0,0,0,"Fencing","Women's Individual Sabre"
"Moses Ndiema Masai","Kenya",26,1.72,60,"M",1986-01-06,"Mt. Elgon (KEN)",0,0,0,0,"Athletics","Men's 10,000m"
"Rolandas Mascinskas","Lithuania",19,1.99,96,"M",1992-06-08,"",0,0,0,0,"Rowing","Men's Double Sculls"
"Pavel Maslak","Czech Republic",21,1.76,67,"M",NA,"Havirov (CZE)",0,0,0,0,"Athletics","Men's 200m, Men's 400m"
"Marina Maslenko","Kazakhstan",30,1.64,57,"F",1982-03-07,"Kostanai (KAZ)",0,0,0,0,"Athletics","Women's 400m"
"Olha Maslivets","Ukraine",34,1.7,70,"F",NA,"Ternopil (UKR)",0,0,0,0,"Sailing","Women's RS-X"
"Lenka Masna","Czech Republic",27,1.7,55,"F",NA,"NOVY JICIN (CZE)",0,0,0,0,"Athletics","Women's 800m, Women's 4 x 400m Relay"
"Jamele Mason","Puerto Rico",22,NA,NA,"M",NA,"TEXAS (USA)",0,0,0,0,"Athletics","Men's 400m Hurdles"
"Michael Mason","Canada",25,1.86,67,"M",NA,"NEW WESTMINSTER (CAN)",0,0,0,0,"Athletics","Men's High Jump"
"Yousef Ahmed Masrahi","Saudi Arabia",24,NA,NA,"M",NA,"NAJRAN (KSA)",0,0,0,0,"Athletics","Men's 400m"
"Alexander Massialas","United States of America",18,1.91,76,"M",NA,"",0,0,0,0,"Fencing","Men's Individual Foil, Men's Team Foil"
"Chana Masson","Brazil",33,1.83,79,"F",NA,"",0,0,0,0,"Handball","Women's Handball"
"Natalie Mastracci","Canada",23,1.78,75,"F",1989-05-06,"",0,1,0,1,"Rowing","Women's Eight"
"Luigi Mastrangelo","Italy",36,2.02,90,"M",NA,"MOTTOLA (ITA)",0,0,0,0,"Volleyball","Men's Volleyball"
"Anna Mastyanina","Russian Federation",24,1.7,68,"F",NA,"Kuybyshev (RUS)",0,0,0,0,"Shooting","Women's 25m Pistol"
"Kamil Masztak","Poland",28,1.86,81,"M",NA,"Bialystok (POL)",0,0,0,0,"Athletics","Men's 4 x 100m Relay"
"Jayme Mata","Aruba",29,1.7,66,"M",NA,"Oranjestad (ARU)",0,0,0,0,"Judo","Men's -66kg"
"Juan Mata","Spain",24,1.72,65,"M",NA,"",0,0,0,0,"Football","Men's Football"
"Marcos Mata","Argentina",26,1.99,105,"M",1986-01-08,"",0,0,0,0,"Basketball","Men's Basketball"
"Andres Eduardo Mata Perez","Spain",19,1.74,77,"M",1992-11-11,"Valencia",0,0,0,0,"Weightliftng","Men's 77kg"
"Risto Matas","Estonia",28,1.89,92,"M",NA,"Tartu (EST)",0,0,0,0,"Athletics","Men's Javelin Throw"
"Hunor Mate","Austria",29,NA,NA,"M",NA,"Szeged (HUN)",0,0,0,0,"Swimming","Men's 200m Breaststroke"
